keyword,tag,text
anger,분노,"추미애 유감 표명에 갈라선 여론…""가짜뉴스""vs""사퇴가 답"" https://t.co/R9SAqO3k2U #조국 #추미애아들 #탈영 #청탁 #카추샤 #공정 #균등 #정의 #민심 #분노 #정의감… https://t.co/lWJ7Or1973박동기(사과나무)2일 전00추미애 유감 표명에 갈라선 여론…""가짜뉴스""vs""사퇴가 답"" https://t.co/R9SAqO3k2U#조국 #추미애아들 #탈영 #청탁 #카추샤 #공정 #균등 #정의 #민심 #분노 #정의감… https://t.co/lWJ7Or1973"
anger,분노,중국 손들며 거짓말 하는 #한국! #분노 #폭발한 #미국! https://t.co/BgygXP4MVS - @YouTube트럼프대통령 🇰🇷💕🇺🇸🙏🇮🇱🍀🧚‍♀️2일 전00중국 손들며 거짓말 하는 #한국! #분노 #폭발한 #미국! https://t.co/BgygXP4MVS - @YouTube
anger,분노,[단독] '문제 없다'는 국방부 자료..당정협의로 작성 | 다음뉴스 https://t.co/EQd3yryKpd #조국 #추미애 #추미애아들 #탈영 #아빠찬스 #엄마찬스 #공정 #균등 #정의 #문재인정부… https://t.co/Rzo7UjAOBE박동기(사과나무)2일 전00[단독] '문제 없다'는 국방부 자료..당정협의로 작성 | 다음뉴스 https://t.co/EQd3yryKpd#조국 #추미애 #추미애아들 #탈영 #아빠찬스 #엄마찬스 #공정 #균등 #정의 #문재인정부… https://t.co/Rzo7UjAOBE
anger,분노,으으으으으아아아아아아!!!!!#분노그림록2일 전00으으으으으아아아아아아!!!!!#분노 
anger,분노,@rabapyca 내가 저게 어디서 어떻게 나오는지 어케 아냐 시발 코에이 놈들아 #분노Kalrito the Vicious Critic3일 전00@rabapyca 내가 저게 어디서 어떻게 나오는지 어케 아냐 시발 코에이 놈들아 #분노 
anger,분노,"김근식,""추미애 침묵...'답정너'인가?' , '조국 데자뷔'인가? "" https://t.co/XHwa2VHDV7 #조국 #추미애 #추미애아들 #탈영 #아빠찬스 #엄마찬스 #공정 #균등 #정의 #문재인정부… https://t.co/SUWeMXhy38박동기(사과나무)3일 전10김근식,""추미애 침묵...'답정너'인가?' , '조국 데자뷔'인가? "" https://t.co/XHwa2VHDV7#조국 #추미애 #추미애아들 #탈영 #아빠찬스 #엄마찬스 #공정 #균등 #정의 #문재인정부… https://t.co/SUWeMXhy38"
anger,분노,으으으으으아아아아아아!!!!!#분노그림록3일 전00으으으으으아아아아아아!!!!!#분노 
anger,분노,으으으으으아아아아아아!!!!!#분노그림록4일 전00으으으으으아아아아아아!!!!!#분노 
anger,분노,@PPJJOOEEW #분노 ㅋㅋㅋㅋㅋ'반'동결 앤츠(트정 피해주세요!)4일 전10@PPJJOOEEW #분노  ㅋㅋㅋㅋㅋ
anger,분노,"우리가 분노하지않으면 그들이 우리를 개돼지로 볼 것 -박정훈[박정훈 칼럼] “우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것” 입력2020.09.11. 문 정권 탄생의 동력은 분노의 정치학이었다 “왜 분노하지 않냐”며 국민 저항을 촉구했다 이제 그들이 똑같이 되돌려 받을... 광야, 시팀나무처럼~♣♧5일 전00우리가 분노하지않으면 그들이 우리를 개돼지로 볼 것 -박정훈[박정훈 칼럼] “우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것” 입력2020.09.11. 문 정권 탄생의 동력은 분노의 정치학이었다 “왜 분노하지 않냐”며 국민 저항을 촉구했다 이제 그들이 똑같이 되돌려 받을... "
anger,분노,"“우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것”“우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것” 입력 2020.09.11 박정훈 논설실장 “우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것” 문재인 정권이 이룩한 ‘한 번도 경험하지 못한 나라’는 한 번도... 김흔중 [ 사자의 망천후, 獅子의 望天吼 ]5일 전00“우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것”“우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것” 입력 2020.09.11 박정훈 논설실장 “우리가 분노 안 하면 그들이 우릴 개돼지로 볼 것” 문재인 정권이 이룩한 ‘한 번도 경험하지 못한 나라’는 한 번도... "
anger,분노,"""우리가 분노 안하면 그들이 국민을 개돼지로 볼것""임계점에 달한 국민의 분노가 폭발하기 시작했다. 법무 장관 아들의 탈영 사실을 꿋꿋이 증언하고 있는... 권력 실세의 반칙과 특혜를 목격한 국민들은 ‘엄마가 추미애가 아니라서 미안해’라며 분노를... 보편적인 한국인의 삶의 가치5일 전00""우리가 분노 안하면 그들이 국민을 개돼지로 볼것""임계점에 달한 국민의 분노가 폭발하기 시작했다. 법무 장관 아들의 탈영 사실을 꿋꿋이 증언하고 있는... 권력 실세의 반칙과 특혜를 목격한 국민들은 ‘엄마가 추미애가 아니라서 미안해’라며 분노를... "
anger,분노,핫휠 레트로 ~ 닷지 차저 R/T (분노의 질주)2001년 작 분노의 질주 1편입니다.. 당시로선 신선한 소재였던 스트리트 레이싱과 범죄 액션물을 결합시켜 제작비 대비 크게 히트를 졌죠.. 잘생긴 백인 청년 브라이언과 상남자 빈 디젤의 매력과 캐미가... 만다라케 서울점7일 전00핫휠 레트로 ~ 닷지 차저 R/T (분노의 질주)2001년 작 분노의 질주 1편입니다.. 당시로선 신선한 소재였던 스트리트 레이싱과 범죄 액션물을 결합시켜 제작비 대비 크게 히트를 졌죠.. 잘생긴 백인 청년 브라이언과 상남자 빈 디젤의 매력과 캐미가... 
anger,분노,"일단 걷자 : 분노의 호수공원 한바퀴누구 만나 한잔 할 수도 없는 이 상황에서 이 분노와 우울과 좌절감을 건강하게 이겨내기 위해 계속 걷고 있어요. 분노의 걷기! 랄까요? Walk it off! 이건 아직 코로나가 다시 심각해지기 전, 아리 학원 데려다주고... welcome to my wonderland9일 전00일단 걷자 : 분노의 호수공원 한바퀴누구 만나 한잔 할 수도 없는 이 상황에서 이 분노와 우울과 좌절감을 건강하게 이겨내기 위해 계속 걷고 있어요. 분노의 걷기! 랄까요? Walk it off! 이건 아직 코로나가 다시 심각해지기 전, 아리 학원 데려다주고... "
anger,분노,넷플릭스 영화 [분노의 질주: 더 세븐] &lt;5/5&gt;분노의 질주 더 세븐 역시 월드 와이드 수익이 무려 15억불이 넘어갔는데 중국에서 초대박이 나긴... 그런 면에서 분노의 질주 더 세븐은 완벽한 속편이라고 할 수 있다. 물론 인기있는 시리즈이긴 하지만 이... Entertainment11일 전00넷플릭스 영화 [분노의 질주: 더 세븐] &lt;5/5&gt;분노의 질주 더 세븐 역시 월드 와이드 수익이 무려 15억불이 넘어갔는데 중국에서 초대박이 나긴... 그런 면에서 분노의 질주 더 세븐은 완벽한 속편이라고 할 수 있다. 물론 인기있는 시리즈이긴 하지만 이... 
anger,분노,"어둠이 깔린 거리, 그의 질주 본능에 불을 밝히는 분노200903 &lt;드라이브&gt; 어둠이 깔린 거리, 그의 질주 본능에 불을 밝히는 분노 . 낮에는 평범하게 자동차 관련... 그러나 이 둘을 위협하는 손길이 가까워지자 세상 스윗해보이던 그가 분노하면서 핏빛 질주가... 이야기와 모험이 가득한 블로그13일 전00어둠이 깔린 거리, 그의 질주 본능에 불을 밝히는 분노200903 &lt;드라이브&gt; 어둠이 깔린 거리, 그의 질주 본능에 불을 밝히는 분노 . 낮에는 평범하게 자동차 관련... 그러나 이 둘을 위협하는 손길이 가까워지자 세상 스윗해보이던 그가 분노하면서 핏빛 질주가... "
anger,분노,"고양이의 분노의 사인은 놓치지 말아야 한다고양이를 필요 이상으로 화나게하거나 불안하게하지 않도록 분노의 사인을 제대로 파악하는 것이... 분노의 울음 소리는? 고양이의 울음 소리 듣고 모두가 떠올리는 것이 ""냐~옹""이라는 예쁜 것. 그러나 상대를... 낯설은오후님의 블로그13일 전00고양이의 분노의 사인은 놓치지 말아야 한다고양이를 필요 이상으로 화나게하거나 불안하게하지 않도록 분노의 사인을 제대로 파악하는 것이... 분노의 울음 소리는? 고양이의 울음 소리 듣고 모두가 떠올리는 것이 ""냐~옹""이라는 예쁜 것. 그러나 상대를... "
anger,분노,[Netflix/영화] 분노의 질주 스핀오프 &lt;분노의 질주: 홉스&amp;쇼&gt;그래서 카레이싱 액션으로 유우우우명한 맛집 &lt;분노의 질주&gt; 시리즈의 스핀오프 &lt;분노의 질주: 홉스&amp;쇼&gt; 감상을 가지고 왔습니다. 스핀오프란 오리지널 영화나 드라마를 바탕으로 새롭게 파생되어 나온... 私があなたのフィルターになってあげます。17일 전00[Netflix/영화] 분노의 질주 스핀오프 &lt;분노의 질주: 홉스&amp;쇼&gt;그래서 카레이싱 액션으로 유우우우명한 맛집 &lt;분노의 질주&gt; 시리즈의 스핀오프 &lt;분노의 질주: 홉스&amp;쇼&gt; 감상을 가지고 왔습니다. 스핀오프란 오리지널 영화나 드라마를 바탕으로 새롭게 파생되어 나온... 
anger,분노,"분노가 많이 빠졌나보다.몹시 분노하고 부들부들 화 폭발해서 계속 생각나고 괘씸하고 내가 그동안 퍼부은 시간과 정성과... 이번 경험에서도 분노가 일지 않았다. 별로 감정도 안들었고 안타까움 정도만 느꼈다. 자존심이 너무 강하다고... 애씀없이 자연스레, 나로 살기19일 전00분노가 많이 빠졌나보다.몹시 분노하고 부들부들 화 폭발해서 계속 생각나고 괘씸하고 내가 그동안 퍼부은 시간과 정성과... 이번 경험에서도 분노가 일지 않았다. 별로 감정도 안들었고 안타까움 정도만 느꼈다. 자존심이 너무 강하다고... "
anger,분노,"초능력 소녀의 분노 / firestarter (1984년)초능력 소녀의 분노 감독 마크 L. 레스터 출연 데이빗 키스, 드류 베리모어 개봉 미개봉 [초능력 소녀의 분노 / 원제 파이어스타터]는 1980년대 후반에 스티븐 킹 원작 영화에 대한 리포트를 쓰면서 찾아봤던... Sci-Fi 스테이션20일 전00초능력 소녀의 분노 / firestarter (1984년)초능력 소녀의 분노 감독 마크 L. 레스터 출연 데이빗 키스, 드류 베리모어 개봉 미개봉 [초능력 소녀의 분노 / 원제 파이어스타터]는 1980년대 후반에 스티븐 킹 원작 영화에 대한 리포트를 쓰면서 찾아봤던... "
anger,분노,"분노의 시대, 어떻게 화를 다스릴까전 세계적으로 화와 분노가 들끓고 있는 시대다. 네티즌들은 익명성이라는 방패 뒤에 숨어 특정인을 향한 분노를 악성 댓글로 쏟아내고 있다. 코로나19 확산 이후 서구에선 아시아인을 향한 증오 범죄가 늘었다.... 국민건강보험 블로그 「건강천사」22일 전00분노의 시대, 어떻게 화를 다스릴까전 세계적으로 화와 분노가 들끓고 있는 시대다. 네티즌들은 익명성이라는 방패 뒤에 숨어 특정인을 향한 분노를 악성 댓글로 쏟아내고 있다. 코로나19 확산 이후 서구에선 아시아인을 향한 증오 범죄가 늘었다.... "
anger,분노,"분노, 답답함하지만 지금 예수를 들먹이는, 일반적인 기독교인이라고 보기힘든 저들의 지랄같은 난동은 이성을 유지하며 바라보기 힘들 정도의 분노를 불러일으킨다. 솔직히 말하자면 '분노'라는 단어로는 제대로 형용이... aipharos한달 전00분노, 답답함하지만 지금 예수를 들먹이는, 일반적인 기독교인이라고 보기힘든 저들의 지랄같은 난동은 이성을 유지하며 바라보기 힘들 정도의 분노를 불러일으킨다. 솔직히 말하자면 '분노'라는 단어로는 제대로 형용이... "
anger,분노,한국교육검정원 분노조절상담지도사 2급 자격증 취득 :)한국교육검정원 분노조절상담지도사 2급 자격증 취득 :) 휴으.. 오랜만에 한 공부 힘들었지만 금방... 저는 분노조절상담지도사 2급을 준비했는데요 처음 해 보는 자격증인지라 살짝 걱정도 돼서 1급은 하지... 서울에서 봄잠 코오오~한달 전00한국교육검정원 분노조절상담지도사 2급 자격증 취득 :)한국교육검정원 분노조절상담지도사 2급 자격증 취득 :) 휴으.. 오랜만에 한 공부 힘들었지만 금방... 저는 분노조절상담지도사 2급을 준비했는데요 처음 해 보는 자격증인지라 살짝 걱정도 돼서 1급은 하지... 
anger,분노,"감정과 분노의 관리, 이렇게 하면 그나마 괜찮아요!우리는 살아가면서 다양한 감정과 분노를 느끼고 알맞게 해결하기도 하지만 주체못하는 감정에 무너져내릴때도 있습니다. 그렇기에 오늘은 관리에 대한 중요성과 표현하는 방법, 상대방의 분노에 대해... ☄한달 전00감정과 분노의 관리, 이렇게 하면 그나마 괜찮아요!우리는 살아가면서 다양한 감정과 분노를 느끼고 알맞게 해결하기도 하지만 주체못하는 감정에 무너져내릴때도 있습니다. 그렇기에 오늘은 관리에 대한 중요성과 표현하는 방법, 상대방의 분노에 대해... "
anger,분노,[20-055] 사람을 파멸로 이끄는 분노의 감정세상을 살다보면 사람들과의 관계에서 습관적으로 분노를 폭발시키는 사람들을 자주 만나게 됩니다. 그러다보니 이들은 사람들과 좋은 관계를 맺지 못하면서 고통 하는 모습을 보여주지요. 그렇다면 이 분노... 컴파스 칼럼한달 전00[20-055] 사람을 파멸로 이끄는 분노의 감정세상을 살다보면 사람들과의 관계에서 습관적으로 분노를 폭발시키는 사람들을 자주 만나게 됩니다. 그러다보니 이들은 사람들과 좋은 관계를 맺지 못하면서 고통 하는 모습을 보여주지요. 그렇다면 이 분노... 
anger,분노,"매드 맥스: 분노의 도로(4K 블루레이)맥스: 분노의 도로'(Mad Max: Fury Road, 2015년)는 폭발적인 파워와 응집력 강한 이야기로 전작들을... 크로아티아 랩소디 최연진 저 매드맥스 : 분노의 도로 (1Disc) : 블루레이 매드 맥스: 분노의 도로 (2Disc 4K UHD 2D... http://wolfpack.tistory.com/한달 전00매드 맥스: 분노의 도로(4K 블루레이)맥스: 분노의 도로'(Mad Max: Fury Road, 2015년)는 폭발적인 파워와 응집력 강한 이야기로 전작들을... 크로아티아 랩소디 최연진 저 매드맥스 : 분노의 도로 (1Disc) : 블루레이 매드 맥스: 분노의 도로 (2Disc 4K UHD 2D... "
anger,분노,"분노조절장애 증상 그리고 대안요즘 사람들이 분노 조절에 어려움을 느끼는 이유는 화를 나게 하는 이유가 다양해졌기 때문입니다.... 경우도 분노조절장애라고 할 수 있어요. 상대가 나를 무시한다는 망상에 빠져 분노를 참지 못해... 먹고 마시고 사랑하라, 모모도리★2달 전00분노조절장애 증상 그리고 대안요즘 사람들이 분노 조절에 어려움을 느끼는 이유는 화를 나게 하는 이유가 다양해졌기 때문입니다.... 경우도 분노조절장애라고 할 수 있어요. 상대가 나를 무시한다는 망상에 빠져 분노를 참지 못해... "
anger,분노,"문재인 내려와 실검 2030세대의 심각한 분노층의 분노가 실검으로 이어진 듯 합니다. 평등과 공정, 정의를 기대했던 20대~40대의 지지층들은 더이상... (사진) 정부 관료들과 더불어민주당 인사들의 잇다른 투자성공후기는 분노에 기름을 부엇다. 22번의... Table Review2달 전00문재인 내려와 실검 2030세대의 심각한 분노층의 분노가 실검으로 이어진 듯 합니다. 평등과 공정, 정의를 기대했던 20대~40대의 지지층들은 더이상... (사진) 정부 관료들과 더불어민주당 인사들의 잇다른 투자성공후기는 분노에 기름을 부엇다. 22번의... "
anger,분노,분노조절상담지도사 자격증 인강으로 단번에분노조절상담지도사 자격증 여러분은 분노조절상담지도사 자격증에 대한 걸 알고 계시나요? 저도 해당 자격증에 대한 건 기껏해야 한 달 정도 전에 알게 되었는데요. 말 그대로 분노조절을 가진 사람을 대상으로... 석사 출신 로빈4달 전00분노조절상담지도사 자격증 인강으로 단번에분노조절상담지도사 자격증 여러분은 분노조절상담지도사 자격증에 대한 걸 알고 계시나요? 저도 해당 자격증에 대한 건 기껏해야 한 달 정도 전에 알게 되었는데요. 말 그대로 분노조절을 가진 사람을 대상으로... 
anger,화남,던킨 폴딩박스 2차 품절된지도 모르고 화남주의던킨 폴딩박스 1차 주문시에 성황리에 마무리되었던 그 폴딩박스! 노르디스크라는 캠핑용품 전문 브랜드의 그 폴딩박스가 2차 주문이 오늘 9월15일 오전10시 해피포인트 앱에서 주문받는다는 소식을 듣고 저는... 비비드캣츠 Beauty and Brain15시간 전00던킨 폴딩박스 2차 품절된지도 모르고 화남주의던킨 폴딩박스 1차 주문시에 성황리에 마무리되었던 그 폴딩박스! 노르디스크라는 캠핑용품 전문 브랜드의 그 폴딩박스가 2차 주문이 오늘 9월15일 오전10시 해피포인트 앱에서 주문받는다는 소식을 듣고 저는... 
anger,화남,@jdcg___ #화남트친소에서 온 밤바16시간 전00@jdcg___ #화남 
anger,화남,화남산업단지 아웃소싱 어떻게 진행될까?#화남산업단지 #화남일반산업단지 #아웃소싱 #채용대행 #파견 #도급 #헤드헌팅 안녕하세요! 화남일반산업단지 아웃소싱을 도와드리고 있는 (주)스카우트라인입니다. 화남산업단지 이와 더불어 장외산업단지의... 스카우트라인한달 전00화남산업단지 아웃소싱 어떻게 진행될까?#화남산업단지 #화남일반산업단지 #아웃소싱 #채용대행 #파견 #도급 #헤드헌팅  안녕하세요! 화남일반산업단지 아웃소싱을 도와드리고 있는 (주)스카우트라인입니다. 화남산업단지 이와 더불어 장외산업단지의... 
anger,화남,다람마을 병점 화남아파트 에어컨 이전설치 에어컨설치병점 화남아파트 에어컨설치 시작하겠습니다 설치상담문의 ***-****-**** 기존 설치되어 있던 제품분리후 설치 시작합니다 거실 제품 철거후 모습입니다 기존 제품 분리후 모습입니다 실외기는 외부 앵글... 대한민국 에어컨2달 전00다람마을 병점 화남아파트 에어컨 이전설치 에어컨설치병점 화남아파트 에어컨설치 시작하겠습니다 설치상담문의 ***-****-**** 기존 설치되어 있던 제품분리후 설치 시작합니다 거실 제품 철거후 모습입니다 기존 제품 분리후 모습입니다 실외기는 외부 앵글... 
anger,화남,[5월 25일(월요일)]강화나들길 6코스 화남생가 가는 길... 간곳 : 강화나들길 6코스 (화남생가 가는 길) (강화버스터미널 - 풍물시장 - 동락천(징검다리) - 도감산 소나무숲 - 중성(토성) - 선원사지 - 연꽃재배지 - 남산대 마을 - 월하공원(쉼터) - 상동암천(화남... 이슬비네 집4달 전00[5월 25일(월요일)]강화나들길 6코스 화남생가 가는 길... 간곳 : 강화나들길 6코스 (화남생가 가는 길) (강화버스터미널 - 풍물시장 - 동락천(징검다리) - 도감산 소나무숲 - 중성(토성) - 선원사지 - 연꽃재배지 - 남산대 마을 - 월하공원(쉼터) - 상동암천(화남... 
anger,화남,"[제주도 맛집] 흑돼지의 본고장, 화남가든제주도 여행 마지막날 화남가든을 찾았다. 2014년 아빠랑 제주도에 놀러 갔다가 숙소 근처에서 우연히... 보통 이렇게 메뉴가 많은 집은 맛이 별로인데, 화남가든은 예외다. 작년 9월 혼자 제주도에 왔다가... youngjofilm4달 전00[제주도 맛집] 흑돼지의 본고장, 화남가든제주도 여행 마지막날 화남가든을 찾았다. 2014년 아빠랑 제주도에 놀러 갔다가 숙소 근처에서 우연히... 보통 이렇게 메뉴가 많은 집은 맛이 별로인데, 화남가든은 예외다. 작년 9월 혼자 제주도에 왔다가... "
anger,화남,강화나들길 6코스 화남생가 가는 길 - 화남생가화남 고재형 선생 생가다. 화남 고재형 선생은 1906년 강화도의 유구한 역사와 수려한 자연을 노래하며 강화의 논ㆍ밭 ㆍ산길ㆍ바닷길을 둘러보고 칠언절구의 한시 256수를 ‘심도 기행’이라는 기행시집으로... 수명산의 블로그9달 전00강화나들길 6코스 화남생가 가는 길 - 화남생가화남 고재형 선생 생가다. 화남 고재형 선생은 1906년 강화도의 유구한 역사와 수려한 자연을 노래하며 강화의 논ㆍ밭 ㆍ산길ㆍ바닷길을 둘러보고 칠언절구의 한시 256수를 ‘심도 기행’이라는 기행시집으로... 
anger,화남,"강화나들길 6코스 화남생가 가는 길 - 두두미마을로 가는 길11월의 마지막 날, 길동무와 함께 화남생가 두두미 마을로 가는 시작점인 터진개에 선다. 불은면 오두리... 100여년 전 화남 고재형 선생도 백운동의 이규보에 대해 시를 지었다. 두두미마을이다. 지금 불은면... 수명산의 블로그9달 전00강화나들길 6코스 화남생가 가는 길 - 두두미마을로 가는 길11월의 마지막 날, 길동무와 함께 화남생가 두두미 마을로 가는 시작점인 터진개에 선다. 불은면 오두리... 100여년 전 화남 고재형 선생도 백운동의 이규보에 대해 시를 지었다. 두두미마을이다. 지금 불은면... "
anger,화남,6코스 화남 생가 가는 길 (길상면-온수천-덕진진-광성보-화남생... 오늘은 화남 생가 가는 코스를 가기로 했다 차량 회수 때문에 먼저 광성보나 초지진으로 가서 돈대길을 걷다가 화남생가 길로 가기로 코스를 정했다 문제는 광성보나 초지진으로 가는 버스를 타야 하는데 시간... 산등성의 블로그10달 전006코스 화남 생가 가는 길 (길상면-온수천-덕진진-광성보-화남생... 오늘은 화남 생가 가는 코스를 가기로 했다 차량 회수 때문에 먼저 광성보나 초지진으로 가서 돈대길을 걷다가 화남생가 길로 가기로 코스를 정했다 문제는 광성보나 초지진으로 가는 버스를 타야 하는데 시간... 
anger,화남,[한중커플]중국최대 열대식물원 화남식물원(华南植物园)다녀오다!화남식물원(华南植物园） 안녕하세요! 흐어나에요 ㅎㅎ 주말에 날씨가 너무나 좋아서 아침먹고 우선 바로 나와버렸어요 ㅋ 이동하면서 어딜갈까 보다가 지도로만 봐도 어마어마한 면적의 식물원이 있어 화남... 흐어나의 차이나10달 전00[한중커플]중국최대 열대식물원 화남식물원(华南植物园)다녀오다!화남식물원(华南植物园） 안녕하세요! 흐어나에요 ㅎㅎ 주말에 날씨가 너무나 좋아서 아침먹고 우선 바로 나와버렸어요 ㅋ 이동하면서 어딜갈까 보다가 지도로만 봐도 어마어마한 면적의 식물원이 있어 화남... 
anger,화남,"화남생가 가는 길.(강화버스터미널~선원사지~월하쉼터... #강화나들길6코스.화남생가가는길 상세 구간: 강화버스터미널 ~ 강화풍물시장 ~ 징검다리 ~ 선원사지... 강화나들길 6코스 화남생가 가는 길~~ 7월, 한여름 더위에 걸었던 강화나들길 5코스 고비고개길에 이어서... 봉 &amp; 봉의 추억쌓기1년 전00화남생가 가는 길.(강화버스터미널~선원사지~월하쉼터... #강화나들길6코스 .화남생가가는길 상세 구간: 강화버스터미널 ~ 강화풍물시장 ~ 징검다리 ~ 선원사지... 강화나들길 6코스 화남생가 가는 길~~ 7월, 한여름 더위에 걸었던 강화나들길 5코스 고비고개길에 이어서... "
anger,화남,55. 박판식 시인의 '화남풍경'화남풍경 / 박판식 세상의 모든 물들이 가지고 있는 아름다운 부력 상인은 새끼를 밴 줄 모르고 어미... 중국 화남지방을 여행하다가 상인이 당나귀를 재촉하는 풍경을 보고 상상을 입힌 것이라 추측된다. 화남은... 야유랑 ( 사내와 달이 마주 본다. 꽃잎이 벙근다. )1년 전0055. 박판식 시인의 '화남풍경'화남풍경 / 박판식 세상의 모든 물들이 가지고 있는 아름다운 부력 상인은 새끼를 밴 줄 모르고 어미... 중국 화남지방을 여행하다가 상인이 당나귀를 재촉하는 풍경을 보고 상상을 입힌 것이라 추측된다. 화남은... 
anger,화남,강화나들길 제6코스(화남생가 가는길)멀리 작은 산이 보이는데 이곳이 화남생가가는 길이다. 작은 개울을 건너면 이렇게 넓은 논이 보인다.... 여기서 화남생가 가는길이라고 표시되어 있다. 그런데 어디가 화남생가인지 정확하게 알 수 없었다.... 걷는 것이 행복이다(Walking is Happy).1년 전00강화나들길 제6코스(화남생가 가는길)멀리 작은 산이 보이는데 이곳이 화남생가가는 길이다. 작은 개울을 건너면 이렇게 넓은 논이 보인다.... 여기서 화남생가 가는길이라고 표시되어 있다. 그런데 어디가 화남생가인지 정확하게 알 수 없었다.... 
